Train_No,Train_Name,Train_Type,SEQ,Station_Code,Station_Name,Arrival_time,Departure_time,Distance,Runs_On
19931,Sabarmati Exp,EXPRESS,8,PLJ,Palej,10:20:00,10:20:00,83,1111111
19931,Sabarmati Exp,EXPRESS,9,MYG,Miyagam Karjan,10:28:00,10:28:00,96,1111111
19931,Sabarmati Exp,EXPRESS,10,ITL,Itola,10:37:00,10:39:00,109,1111111
19931,Sabarmati Exp,EXPRESS,11,VRA,Varnama,10:45:00,10:45:00,116,1111111
19931,Sabarmati Exp,EXPRESS,12,MKPR,Makarpura,10:49:00,10:49:00,123,1111111
19931,Sabarmati Exp,EXPRESS,13,BRC,Vadodara Jn,10:54:00,--,129,1111111
19143,Paschim Exp,EXPRESS,1,BRC,Vadodara Jn,--,22:04:00,0,1111111
19143,Paschim Exp,EXPRESS,2,MKPR,Makarpura,22:10:00,22:10:00,6,1111111
19143,Paschim Exp,EXPRESS,3,VRA,Varnama,22:14:00,22:14:00,13,1111111
19143,Paschim Exp,EXPRESS,4,ITL,Itola,22:18:00,22:18:00,20,1111111
19143,Paschim Exp,EXPRESS,5,MYG,Miyagam Karjan,22:27:00,22:29:00,33,1111111
19143,Paschim Exp,EXPRESS,6,PLJ,Palej,22:39:00,22:39:00,46,1111111
19143,Paschim Exp,EXPRESS,7,BH,Bharuch Jn,22:55:00,22:58:00,70,1111111
19143,Paschim Exp,EXPRESS,8,ANK,Ankleshwar Jn,23:06:00,23:06:00,80,1111111
19143,Paschim Exp,EXPRESS,9,KSB,Kosamba Jn,23:15:00,23:15:00,95,1111111
19143,Paschim Exp,EXPRESS,10,KIM,Kim,23:20:00,23:20:00,104,1111111
19143,Paschim Exp,EXPRESS,11,SYN,Sayan,23:27:00,23:27:00,116,1111111
19143,Paschim Exp,EXPRESS,12,UTN,Utran,23:32:00,23:32:00,124,1111111
19143,Paschim Exp,EXPRESS,13,ST,Surat,23:36:00,--,129,1111111
19535,Yoga Exp,EXPRESS,1,ST,Surat,--,02:48:00,0,1111111
19535,Yoga Exp,EXPRESS,2,UTN,Utran,02:53:00,02:53:00,5,1111111
19535,Yoga Exp,EXPRESS,3,SYN,Sayan,02:58:00,02:58:00,13,1111111
19535,Yoga Exp,EXPRESS,4,KIM,Kim,03:06:00,03:08:00,25,1111111
19535,Yoga Exp,EXPRESS,5,KSB,Kosamba Jn,03:15:00,03:15:00,34,1111111
19535,Yoga Exp,EXPRESS,6,ANK,Ankleshwar Jn,03:24:00,03:24:00,49,1111111
19535,Yoga Exp,EXPRESS,7,BH,Bharuch Jn,03:30:00,03:30:00,59,1111111
19535,Yoga Exp,EXPRESS,8,PLJ,Palej,03:45:00,03:45:00,83,1111111
19535,Yoga Exp,EXPRESS,9,MYG,Miyagam Karjan,03:54:00,03:56:00,96,1111111
19535,Yoga Exp,EXPRESS,10,ITL,Itola,04:07:00,04:09:00,109,1111111
19535,Yoga Exp,EXPRESS,11,VRA,Varnama,04:15:00,04:15:00,116,1111111
19535,Yoga Exp,EXPRESS,12,MKPR,Makarpura,04:20:00,04:22:00,123,1111111
19535,Yoga Exp,EXPRESS,13,BRC,Vadodara Jn,04:29:00,--,129,1111111
19619,Ranakpur Exp,EXPRESS,1,BRC,Vadodara Jn,--,00:29:00,0,1111111
19619,Ranakpur Exp,EXPRESS,2,MKPR,Makarpura,00:34:00,00:34:00,6,1111111
19619,Ranakpur Exp,EXPRESS,3,VRA,Varnama,00:39:00,00:39:00,13,1111111
19619,Ranakpur Exp,EXPRESS,4,ITL,Itola,00:44:00,00:46:00,20,1111111
19619,Ranakpur Exp,EXPRESS,5,MYG,Miyagam Karjan,00:56:00,00:56:00,33,1111111
19619,Ranakpur Exp,EXPRESS,6,PLJ,Palej,01:04:00,01:04:00,46,1111111
19619,Ranakpur Exp,EXPRESS,7,BH,Bharuch Jn,01:18:00,01:18:00,70,1111111
19619,Ranakpur Exp,EXPRESS,8,ANK,Ankleshwar Jn,01:25:00,01:27:00,80,1111111
19619,Ranakpur Exp,EXPRESS,9,KSB,Kosamba Jn,01:39:00,01:41:00,95,1111111
19619,Ranakpur Exp,EXPRESS,10,KIM,Kim,01:50:00,01:52:00,104,1111111
19619,Ranakpur Exp,EXPRESS,11,SYN,Sayan,02:01:00,02:01:00,116,1111111
19619,Ranakpur Exp,EXPRESS,12,UTN,Utran,02:06:00,02:06:00,124,1111111
19619,Ranakpur Exp,EXPRESS,13,ST,Surat,02:10:00,--,129,1111111
19444,Ahmedabad Mail,EXPRESS,1,ST,Surat,--,23:44:00,0,1111111
19444,Ahmedabad Mail,EXPRESS,2,UTN,Utran,23:49:00,23:49:00,5,1111111
19444,Ahmedabad Mail,EXPRESS,3,SYN,Sayan,23:53:00,23:53:00,13,1111111
19444,Ahmedabad Mail,EXPRESS,4,KIM,Kim,00:01:00,00:01:00,25,1111111
19444,Ahmedabad Mail,EXPRESS,5,KSB,Kosamba Jn,00:06:00,00:06:00,34,1111111
19444,Ahmedabad Mail,EXPRESS,6,ANK,Ankleshwar Jn,00:16:00,00:18:00,49,1111111
19444,Ahmedabad Mail,EXPRESS,7,BH,Bharuch Jn,00:27:00,00:30:00,59,1111111
19444,Ahmedabad Mail,EXPRESS,8,PLJ,Palej,00:48:00,00:50:00,83,1111111
19444,Ahmedabad Mail,EXPRESS,9,MYG,Miyagam Karjan,01:01:00,01:03:00,96,1111111
19444,Ahmedabad Mail,EXPRESS,10,ITL,Itola,01:13:00,01:13:00,109,1111111
19444,Ahmedabad Mail,EXPRESS,11,VRA,Varnama,01:17:00,01:17:00,116,1111111
19444,Ahmedabad Mail,EXPRESS,12,MKPR,Makarpura,01:22:00,01:24:00,123,1111111
19444,Ahmedabad Mail,EXPRESS,13,BRC,Vadodara Jn,01:31:00,--,129,1111111
19363,Golden Temple Mail,EXPRESS,1,BRC,Vadodara Jn,--,02:18:00,0,1111111
19363,Golden Temple Mail,EXPRESS,2,MKPR,Makarpura,02:24:00,02:26:00,6,1111111
19363,Golden Temple Mail,EXPRESS,3,VRA,Varnama,02:33:00,02:33:00,13,1111111
19363,Golden Temple Mail,EXPRESS,4,ITL,Itola,02:37:00,02:37:00,20,1111111
19363,Golden Temple Mail,EXPRESS,5,MYG,Miyagam Karjan,02:46:00,02:48:00,33,1111111
19363,Golden Temple Mail,EXPRESS,6,PLJ,Palej,02:58:00,02:58:00,46,1111111
19363,Golden Temple Mail,EXPRESS,7,BH,Bharuch Jn,03:13:00,03:16:00,70,1111111
19363,Golden Temple Mail,EXPRESS,8,ANK,Ankleshwar Jn,03:24:00,03:24:00,80,1111111
19363,Golden Temple Mail,EXPRESS,9,KSB,Kosamba Jn,03:33:00,03:33:00,95,1111111
19363,Golden Temple Mail,EXPRESS,10,KIM,Kim,03:39:00,03:39:00,104,1111111
19363,Golden Temple Mail,EXPRESS,11,SYN,Sayan,03:47:00,03:49:00,116,1111111
19363,Golden Temple Mail,EXPRESS,12,UTN,Utran,03:56:00,03:56:00,124,1111111
19363,Golden Temple Mail,EXPRESS,13,ST,Surat,04:00:00,--,129,1111111
19546,Ala Hazrat Exp,EXPRESS,1,ST,Surat,--,07:58:00,0,1111111
19546,Ala Hazrat Exp,EXPRESS,2,UTN,Utran,08:03:00,08:03:00,5,1111111
19546,Ala Hazrat Exp,EXPRESS,3,SYN,Sayan,08:08:00,08:08:00,13,1111111
19546,Ala Hazrat Exp,EXPRESS,4,KIM,Kim,08:15:00,08:15:00,25,1111111
19546,Ala Hazrat Exp,EXPRESS,5,KSB,Kosamba Jn,08:21:00,08:21:00,34,1111111
19546,Ala Hazrat Exp,EXPRESS,6,ANK,Ankleshwar Jn,08:30:00,08:30:00,49,1111111
19546,Ala Hazrat Exp,EXPRESS,7,BH,Bharuch Jn,08:37:00,08:40:00,59,1111111
19546,Ala Hazrat Exp,EXPRESS,8,PLJ,Palej,08:56:00,08:56:00,83,1111111
19546,Ala Hazrat Exp,EXPRESS,9,MYG,Miyagam Karjan,09:04:00,09:04:00,96,1111111
19546,Ala Hazrat Exp,EXPRESS,10,ITL,Itola,09:12:00,09:12:00,109,1111111
19546,Ala Hazrat Exp,EXPRESS,11,VRA,Varnama,09:16:00,09:16:00,116,1111111
19546,Ala Hazrat Exp,EXPRESS,12,MKPR,Makarpura,09:22:00,09:24:00,123,1111111
19546,Ala Hazrat Exp,EXPRESS,13,BRC,Vadodara Jn,09:30:00,--,129,1111111
19137,Lokshakti Exp,EXPRESS,1,BRC,Vadodara Jn,--,06:02:00,0,1111111
19137,Lokshakti Exp,EXPRESS,2,MKPR,Makarpura,06:07:00,06:07:00,6,1111111
19137,Lokshakti Exp,EXPRESS,3,VRA,Varnama,06:13:00,06:15:00,13,1111111
19137,Lokshakti Exp,EXPRESS,4,ITL,Itola,06:22:00,06:24:00,20,1111111
19137,Lokshakti Exp,EXPRESS,5,MYG,Miyagam Karjan,06:35:00,06:37:00,33,1111111
19137,Lokshakti Exp,EXPRESS,6,PLJ,Palej,06:47:00,06:47:00,46,1111111
19137,Lokshakti Exp,EXPRESS,7,BH,Bharuch Jn,07:01:00,07:01:00,70,1111111
19137,Lokshakti Exp,EXPRESS,8,ANK,Ankleshwar Jn,07:09:00,07:11:00,80,1111111
19137,Lokshakti Exp,EXPRESS,9,KSB,Kosamba Jn,07:22:00,07:22:00,95,1111111
19137,Lokshakti Exp,EXPRESS,10,KIM,Kim,07:28:00,07:30:00,104,1111111
19137,Lokshakti Exp,EXPRESS,11,SYN,Sayan,07:39:00,07:39:00,116,1111111
19137,Lokshakti Exp,EXPRESS,12,UTN,Utran,07:44:00,07:44:00,124,1111111
19137,Lokshakti Exp,EXPRESS,13,ST,Surat,07:48:00,--,129,1111111
19991,Saurashtra Mail,EXPRESS,1,ST,Surat,--,02:14:00,0,1111111
19991,Saurashtra Mail,EXPRESS,2,UTN,Utran,02:19:00,02:19:00,5,1111111
19991,Saurashtra Mail,EXPRESS,3,SYN,Sayan,02:24:00,02:24:00,13,1111111
19991,Saurashtra Mail,EXPRESS,4,KIM,Kim,02:31:00,02:31:00,25,1111111
19991,Saurashtra Mail,EXPRESS,5,KSB,Kosamba Jn,02:37:00,02:37:00,34,1111111
19991,Saurashtra Mail,EXPRESS,6,ANK,Ankleshwar Jn,02:46:00,02:46:00,49,1111111
19991,Saurashtra Mail,EXPRESS,7,BH,Bharuch Jn,02:52:00,02:52:00,59,1111111
19991,Saurashtra Mail,EXPRESS,8,PLJ,Palej,03:06:00,03:06:00,83,1111111
19991,Saurashtra Mail,EXPRESS,9,MYG,Miyagam Karjan,03:15:00,03:17:00,96,1111111
19991,Saurashtra Mail,EXPRESS,10,ITL,Itola,03:28:00,03:30:00,109,1111111
19991,Saurashtra Mail,EXPRESS,11,VRA,Varnama,03:36:00,03:36:00,116,1111111
19991,Saurashtra Mail,EXPRESS,12,MKPR,Makarpura,03:41:00,03:41:00,123,1111111
19991,Saurashtra Mail,EXPRESS,13,BRC,Vadodara Jn,03:45:00,--,129,1111111
19860,Somnath Exp,EXPRESS,1,BRC,Vadodara Jn,--,06:24:00,0,0100000
19860,Somnath Exp,EXPRESS,2,MKPR,Makarpura,06:31:00,06:33:00,6,0100000
19860,Somnath Exp,EXPRESS,3,VRA,Varnama,06:39:00,06:39:00,13,0100000
19860,Somnath Exp,EXPRESS,4,ITL,Itola,06:43:00,06:43:00,20,0100000
19860,Somnath Exp,EXPRESS,5,MYG,Miyagam Karjan,06:52:00,06:54:00,33,0100000
19860,Somnath Exp,EXPRESS,6,PLJ,Palej,07:05:00,07:07:00,46,0100000
19860,Somnath Exp,EXPRESS,7,BH,Bharuch Jn,07:25:00,07:28:00,70,0100000
19860,Somnath Exp,EXPRESS,8,ANK,Ankleshwar Jn,07:37:00,07:39:00,80,0100000
19860,Somnath Exp,EXPRESS,9,KSB,Kosamba Jn,07:51:00,07:53:00,95,0100000
19860,Somnath Exp,EXPRESS,10,KIM,Kim,08:01:00,08:01:00,104,0100000
19860,Somnath Exp,EXPRESS,11,SYN,Sayan,08:08:00,08:08:00,116,0100000
19860,Somnath Exp,EXPRESS,12,UTN,Utran,08:13:00,08:13:00,124,0100000
19860,Somnath Exp,EXPRESS,13,ST,Surat,08:17:00,--,129,0100000
19864,Lokshakti Exp,EXPRESS,1,ST,Surat,--,05:37:00,0,1111111
19864,Lokshakti Exp,EXPRESS,2,UTN,Utran,05:43:00,05:45:00,5,1111111
19864,Lokshakti Exp,EXPRESS,3,SYN,Sayan,05:52:00,05:52:00,13,1111111
19864,Lokshakti Exp,EXPRESS,4,KIM,Kim,05:59:00,05:59:00,25,1111111
19864,Lokshakti Exp,EXPRESS,5,KSB,Kosamba Jn,06:04:00,06:04:00,34,1111111
19864,Lokshakti Exp,EXPRESS,6,ANK,Ankleshwar Jn,06:13:00,06:13:00,49,1111111
19864,Lokshakti Exp,EXPRESS,7,BH,Bharuch Jn,06:20:00,06:23:00,59,1111111
19864,Lokshakti Exp,EXPRESS,8,PLJ,Palej,06:41:00,06:43:00,83,1111111
19864,Lokshakti Exp,EXPRESS,9,MYG,Miyagam Karjan,06:53:00,06:53:00,96,1111111
19864,Lokshakti Exp,EXPRESS,10,ITL,Itola,07:02:00,07:04:00,109,1111111
19864,Lokshakti Exp,EXPRESS,11,VRA,Varnama,07:11:00,07:13:00,116,1111111
19864,Lokshakti Exp,EXPRESS,12,MKPR,Makarpura,07:19:00,07:19:00,123,1111111
19864,Lokshakti Exp,EXPRESS,13,BRC,Vadodara Jn,07:24:00,--,129,1111111
19349,Ahmedabad Mail,EXPRESS,1,BRC,Vadodara Jn,--,06:25:00,0,1111111
19349,Ahmedabad Mail,EXPRESS,2,MKPR,Makarpura,06:30:00,06:30:00,6,1111111
19349,Ahmedabad Mail,EXPRESS,3,VRA,Varnama,06:34:00,06:34:00,13,1111111
19349,Ahmedabad Mail,EXPRESS,4,ITL,Itola,06:39:00,06:39:00,20,1111111
19349,Ahmedabad Mail,EXPRESS,5,MYG,Miyagam Karjan,06:46:00,06:46:00,33,1111111
19349,Ahmedabad Mail,EXPRESS,6,PLJ,Palej,06:54:00,06:54:00,46,1111111
19349,Ahmedabad Mail,EXPRESS,7,BH,Bharuch Jn,07:09:00,07:09:00,70,1111111
19349,Ahmedabad Mail,EXPRESS,8,ANK,Ankleshwar Jn,07:16:00,07:18:00,80,1111111
19349,Ahmedabad Mail,EXPRESS,9,KSB,Kosamba Jn,07:29:00,07:29:00,95,1111111
19349,Ahmedabad Mail,EXPRESS,10,KIM,Kim,07:34:00,07:34:00,104,1111111
19349,Ahmedabad Mail,EXPRESS,11,SYN,Sayan,07:41:00,07:41:00,116,1111111
19349,Ahmedabad Mail,EXPRESS,12,UTN,Utran,07:46:00,07:46:00,124,1111111
19349,Ahmedabad Mail,EXPRESS,13,ST,Surat,07:50:00,--,129,1111111
19308,Avantika Exp,EXPRESS,1,ST,Surat,--,02:43:00,0,0010000
19308,Avantika Exp,EXPRESS,2,UTN,Utran,02:48:00,02:48:00,5,0010000
19308,Avantika Exp,EXPRESS,3,SYN,Sayan,02:54:00,02:56:00,13,0010000
19308,Avantika Exp,EXPRESS,4,KIM,Kim,03:05:00,03:05:00,25,0010000
19308,Avantika Exp,EXPRESS,5,KSB,Kosamba Jn,03:11:00,03:11:00,34,0010000
19308,Avantika Exp,EXPRESS,6,ANK,Ankleshwar Jn,03:21:00,03:23:00,49,0010000
19308,Avantika Exp,EXPRESS,7,BH,Bharuch Jn,03:32:00,03:35:00,59,0010000
19308,Avantika Exp,EXPRESS,8,PLJ,Palej,03:52:00,03:52:00,83,0010000
19308,Avantika Exp,EXPRESS,9,MYG,Miyagam Karjan,04:01:00,04:03:00,96,0010000
19308,Avantika Exp,EXPRESS,10,ITL,Itola,04:14:00,04:16:00,109,0010000
19308,Avantika Exp,EXPRESS,11,VRA,Varnama,04:22:00,04:22:00,116,0010000
19308,Avantika Exp,EXPRESS,12,MKPR,Makarpura,04:26:00,04:26:00,123,0010000
19308,Avantika Exp,EXPRESS,13,BRC,Vadodara Jn,04:31:00,--,129,0010000
59398,DEMU,PASSENGER,1,BRC,Vadodara Jn,--,06:21:00,0,1111111
59398,DEMU,PASSENGER,2,MKPR,Makarpura,06:29:00,06:30:00,6,1111111
59398,DEMU,PASSENGER,3,VRA,Varnama,06:38:00,06:39:00,13,1111111
59398,DEMU,PASSENGER,4,ITL,Itola,06:48:00,06:49:00,20,1111111
59398,DEMU,PASSENGER,5,MYG,Miyagam Karjan,07:03:00,07:04:00,33,1111111
59398,DEMU,PASSENGER,6,PLJ,Palej,07:18:00,07:19:00,46,1111111
59398,DEMU,PASSENGER,7,BH,Bharuch Jn,07:42:00,07:45:00,70,1111111
59398,DEMU,PASSENGER,8,ANK,Ankleshwar Jn,07:56:00,07:57:00,80,1111111
59398,DEMU,PASSENGER,9,KSB,Kosamba Jn,08:13:00,08:14:00,95,1111111
59398,DEMU,PASSENGER,10,KIM,Kim,08:24:00,08:25:00,104,1111111
59398,DEMU,PASSENGER,11,SYN,Sayan,08:38:00,08:39:00,116,1111111
59398,DEMU,PASSENGER,12,UTN,Utran,08:49:00,08:50:00,124,1111111
59398,DEMU,PASSENGER,13,ST,Surat,08:57:00,--,129,1111111
59384,MEMU,PASSENGER,1,ST,Surat,--,21:15:00,0,1111111
59384,MEMU,PASSENGER,2,UTN,Utran,21:22:00,21:23:00,5,1111111
59384,MEMU,PASSENGER,3,SYN,Sayan,21:32:00,21:33:00,13,1111111
59384,MEMU,PASSENGER,4,KIM,Kim,21:46:00,21:47:00,25,1111111
59384,MEMU,PASSENGER,5,KSB,Kosamba Jn,21:58:00,21:59:00,34,1111111
59384,MEMU,PASSENGER,6,ANK,Ankleshwar Jn,22:14:00,22:15:00,49,1111111
59384,MEMU,PASSENGER,7,BH,Bharuch Jn,22:26:00,22:29:00,59,1111111
59384,MEMU,PASSENGER,8,PLJ,Palej,22:53:00,22:54:00,83,1111111
59384,MEMU,PASSENGER,9,MYG,Miyagam Karjan,23:08:00,23:09:00,96,1111111
59384,MEMU,PASSENGER,10,ITL,Itola,23:23:00,23:24:00,109,1111111
59384,MEMU,PASSENGER,11,VRA,Varnama,23:32:00,23:33:00,116,1111111
59384,MEMU,PASSENGER,12,MKPR,Makarpura,23:42:00,23:43:00,123,1111111
59384,MEMU,PASSENGER,13,BRC,Vadodara Jn,23:51:00,--,129,1111111
59684,DEMU,PASSENGER,1,BRC,Vadodara Jn,--,20:21:00,0,1111111
59684,DEMU,PASSENGER,2,MKPR,Makarpura,20:29:00,20:30:00,6,1111111
59684,DEMU,PASSENGER,3,VRA,Varnama,20:38:00,20:39:00,13,1111111
59684,DEMU,PASSENGER,4,ITL,Itola,20:48:00,20:49:00,20,1111111
59684,DEMU,PASSENGER,5,MYG,Miyagam Karjan,21:03:00,21:04:00,33,1111111
59684,DEMU,PASSENGER,6,PLJ,Palej,21:18:00,21:19:00,46,1111111
59684,DEMU,PASSENGER,7,BH,Bharuch Jn,21:42:00,21:45:00,70,1111111
59684,DEMU,PASSENGER,8,ANK,Ankleshwar Jn,21:56:00,21:57:00,80,1111111
59684,DEMU,PASSENGER,9,KSB,Kosamba Jn,22:12:00,22:12:00,95,1111111
59684,DEMU,PASSENGER,10,KIM,Kim,22:21:00,22:22:00,104,1111111
59684,DEMU,PASSENGER,11,SYN,Sayan,22:34:00,22:34:00,116,1111111
59684,DEMU,PASSENGER,12,UTN,Utran,22:42:00,22:43:00,124,1111111
59684,DEMU,PASSENGER,13,ST,Surat,22:50:00,--,129,1111111
59612,DEMU,PASSENGER,1,ST,Surat,--,17:15:00,0,1111111
59612,DEMU,PASSENGER,2,UTN,Utran,17:22:00,17:23:00,5,1111111
59612,DEMU,PASSENGER,3,SYN,Sayan,17:32:00,17:33:00,13,1111111
59612,DEMU,PASSENGER,4,KIM,Kim,17:46:00,17:47:00,25,1111111
59612,DEMU,PASSENGER,5,KSB,Kosamba Jn,17:58:00,17:59:00,34,1111111
59612,DEMU,PASSENGER,6,ANK,Ankleshwar Jn,18:14:00,18:15:00,49,1111111
59612,DEMU,PASSENGER,7,BH,Bharuch Jn,18:26:00,18:29:00,59,1111111
59612,DEMU,PASSENGER,8,PLJ,Palej,18:52:00,18:52:00,83,1111111
59612,DEMU,PASSENGER,9,MYG,Miyagam Karjan,19:05:00,19:06:00,96,1111111
59612,DEMU,PASSENGER,10,ITL,Itola,19:19:00,19:20:00,109,1111111
59612,DEMU,PASSENGER,11,VRA,Varnama,19:29:00,19:30:00,116,1111111
59612,DEMU,PASSENGER,12,MKPR,Makarpura,19:39:00,19:40:00,123,1111111
59612,DEMU,PASSENGER,13,BRC,Vadodara Jn,19:47:00,--,129,1111111
59700,Passenger,PASSENGER,1,BRC,Vadodara Jn,--,18:39:00,0,1111111
59700,Passenger,PASSENGER,2,MKPR,Makarpura,18:47:00,18:48:00,6,1111111
59700,Passenger,PASSENGER,3,VRA,Varnama,18:55:00,18:55:00,13,1111111
59700,Passenger,PASSENGER,4,ITL,Itola,19:02:00,19:03:00,20,1111111
59700,Passenger,PASSENGER,5,MYG,Miyagam Karjan,19:17:00,19:18:00,33,1111111
59700,Passenger,PASSENGER,6,PLJ,Palej,19:31:00,19:31:00,46,1111111
59700,Passenger,PASSENGER,7,BH,Bharuch Jn,19:53:00,19:56:00,70,1111111
59700,Passenger,PASSENGER,8,ANK,Ankleshwar Jn,20:08:00,20:09:00,80,1111111
59700,Passenger,PASSENGER,9,KSB,Kosamba Jn,20:23:00,20:23:00,95,1111111
59700,Passenger,PASSENGER,10,KIM,Kim,20:32:00,20:33:00,104,1111111
59700,Passenger,PASSENGER,11,SYN,Sayan,20:46:00,20:47:00,116,1111111
59700,Passenger,PASSENGER,12,UTN,Utran,20:57:00,20:58:00,124,1111111
59700,Passenger,PASSENGER,13,ST,Surat,21:04:00,--,129,1111111
59535,MEMU,PASSENGER,1,ST,Surat,--,05:33:00,0,1111111
59535,MEMU,PASSENGER,2,UTN,Utran,05:40:00,05:41:00,5,1111111
59535,MEMU,PASSENGER,3,SYN,Sayan,05:49:00,05:49:00,13,1111111
59535,MEMU,PASSENGER,4,KIM,Kim,06:01:00,06:02:00,25,1111111
59535,MEMU,PASSENGER,5,KSB,Kosamba Jn,06:12:00,06:13:00,34,1111111
59535,MEMU,PASSENGER,6,ANK,Ankleshwar Jn,06:29:00,06:30:00,49,1111111
59535,MEMU,PASSENGER,7,BH,Bharuch Jn,06:41:00,06:44:00,59,1111111
59535,MEMU,PASSENGER,8,PLJ,Palej,07:07:00,07:07:00,83,1111111
59535,MEMU,PASSENGER,9,MYG,Miyagam Karjan,07:19:00,07:20:00,96,1111111
59535,MEMU,PASSENGER,10,ITL,Itola,07:34:00,07:35:00,109,1111111
59535,MEMU,PASSENGER,11,VRA,Varnama,07:44:00,07:45:00,116,1111111
59535,MEMU,PASSENGER,12,MKPR,Makarpura,07:53:00,07:54:00,123,1111111
59535,MEMU,PASSENGER,13,BRC,Vadodara Jn,08:02:00,--,129,1111111
59158,Passenger,PASSENGER,1,BRC,Vadodara Jn,--,19:03:00,0,1111111
59158,Passenger,PASSENGER,2,MKPR,Makarpura,19:11:00,19:12:00,6,1111111
59158,Passenger,PASSENGER,3,VRA,Varnama,19:20:00,19:21:00,13,1111111
59158,Passenger,PASSENGER,4,ITL,Itola,19:30:00,19:31:00,20,1111111
59158,Passenger,PASSENGER,5,MYG,Miyagam Karjan,19:45:00,19:46:00,33,1111111
59158,Passenger,PASSENGER,6,PLJ,Palej,20:00:00,20:01:00,46,1111111
59158,Passenger,PASSENGER,7,BH,Bharuch Jn,20:24:00,20:27:00,70,1111111
59158,Passenger,PASSENGER,8,ANK,Ankleshwar Jn,20:38:00,20:39:00,80,1111111
59158,Passenger,PASSENGER,9,KSB,Kosamba Jn,20:54:00,20:54:00,95,1111111
59158,Passenger,PASSENGER,10,KIM,Kim,21:03:00,21:04:00,104,1111111
59158,Passenger,PASSENGER,11,SYN,Sayan,21:16:00,21:16:00,116,1111111
59158,Passenger,PASSENGER,12,UTN,Utran,21:24:00,21:25:00,124,1111111
59158,Passenger,PASSENGER,13,ST,Surat,21:32:00,--,129,1111111
59244,DEMU,PASSENGER,1,ST,Surat,--,07:09:00,0,1111111
59244,DEMU,PASSENGER,2,UTN,Utran,07:16:00,07:17:00,5,1111111
59244,DEMU,PASSENGER,3,SYN,Sayan,07:26:00,07:27:00,13,1111111
59244,DEMU,PASSENGER,4,KIM,Kim,07:40:00,07:41:00,25,1111111
59244,DEMU,PASSENGER,5,KSB,Kosamba Jn,07:52:00,07:53:00,34,1111111
59244,DEMU,PASSENGER,6,ANK,Ankleshwar Jn,08:08:00,08:09:00,49,1111111
59244,DEMU,PASSENGER,7,BH,Bharuch Jn,08:20:00,08:23:00,59,1111111
59244,DEMU,PASSENGER,8,PLJ,Palej,08:46:00,08:46:00,83,1111111
59244,DEMU,PASSENGER,9,MYG,Miyagam Karjan,08:59:00,09:00:00,96,1111111
59244,DEMU,PASSENGER,10,ITL,Itola,09:13:00,09:14:00,109,1111111
59244,DEMU,PASSENGER,11,VRA,Varnama,09:23:00,09:24:00,116,1111111
59244,DEMU,PASSENGER,12,MKPR,Makarpura,09:33:00,09:34:00,123,1111111
59244,DEMU,PASSENGER,13,BRC,Vadodara Jn,09:41:00,--,129,1111111
59974,MEMU,PASSENGER,1,BRC,Vadodara Jn,--,08:03:00,0,1111111
59974,MEMU,PASSENGER,2,MKPR,Makarpura,08:11:00,08:12:00,6,1111111
59974,MEMU,PASSENGER,3,VRA,Varnama,08:19:00,08:19:00,13,1111111
59974,MEMU,PASSENGER,4,ITL,Itola,08:26:00,08:27:00,20,1111111
59974,MEMU,PASSENGER,5,MYG,Miyagam Karjan,08:41:00,08:42:00,33,1111111
59974,MEMU,PASSENGER,6,PLJ,Palej,08:56:00,08:57:00,46,1111111
59974,MEMU,PASSENGER,7,BH,Bharuch Jn,09:21:00,09:24:00,70,1111111
59974,MEMU,PASSENGER,8,ANK,Ankleshwar Jn,09:35:00,09:36:00,80,1111111
59974,MEMU,PASSENGER,9,KSB,Kosamba Jn,09:52:00,09:53:00,95,1111111
59974,MEMU,PASSENGER,10,KIM,Kim,10:03:00,10:04:00,104,1111111
59974,MEMU,PASSENGER,11,SYN,Sayan,10:17:00,10:18:00,116,1111111
59974,MEMU,PASSENGER,12,UTN,Utran,10:27:00,10:28:00,124,1111111
59974,MEMU,PASSENGER,13,ST,Surat,10:35:00,--,129,1111111
59088,MEMU,PASSENGER,1,ST,Surat,--,18:39:00,0,1111111
59088,MEMU,PASSENGER,2,UTN,Utran,18:46:00,18:47:00,5,1111111
59088,MEMU,PASSENGER,3,SYN,Sayan,18:56:00,18:57:00,13,1111111
59088,MEMU,PASSENGER,4,KIM,Kim,19:10:00,19:11:00,25,1111111
59088,MEMU,PASSENGER,5,KSB,Kosamba Jn,19:21:00,19:21:00,34,1111111
59088,MEMU,PASSENGER,6,ANK,Ankleshwar Jn,19:35:00,19:36:00,49,1111111
59088,MEMU,PASSENGER,7,BH,Bharuch Jn,19:47:00,19:50:00,59,1111111
59088,MEMU,PASSENGER,8,PLJ,Palej,20:14:00,20:15:00,83,1111111
59088,MEMU,PASSENGER,9,MYG,Miyagam Karjan,20:29:00,20:30:00,96,1111111
59088,MEMU,PASSENGER,10,ITL,Itola,20:43:00,20:44:00,109,1111111
59088,MEMU,PASSENGER,11,VRA,Varnama,20:52:00,20:52:00,116,1111111
59088,MEMU,PASSENGER,12,MKPR,Makarpura,20:59:00,21:00:00,123,1111111
59088,MEMU,PASSENGER,13,BRC,Vadodara Jn,21:08:00,--,129,1111111
59841,Passenger,PASSENGER,1,BRC,Vadodara Jn,--,18:39:00,0,1111111
